chr	pos	annotation	SIFT	POLYPHEN	maxCADD	priPhCons	GerpRS	FATHMM	benign
chr17	70120318	stop_gained	0	1	20.7	0.986	2392.6	0.52111	pathogenic
chr17	70120318	stop_gained	0	1	20.7	0.986	2392.6	0.52111	pathogenic
chr17	72295919	missense_variant	0	0.846	28.9	0.984	488.6	0.83102	pathogenic
chr17	72295919	stop_gained	0	1	40	0.984	488.6	0.79832	pathogenic
chr17	72745313	missense_variant	0.26	0.075	21.9	0.853	1092	0.64779	pathogenic
chr17	72758167	missense_variant	0	0.978	35	0.955	447.2	0.98657	pathogenic
chr17	72759575	missense_variant	0.01	0.926	17.41	0.647	522.8	0.93742	pathogenic
chr17	72919026	missense_variant	0	0.996	22.6	0.817	917	0.97181	pathogenic
chr17	72919056	stop_gained	0	1	22.9	0.956	917	0.92438	pathogenic
chr17	73274346	missense_variant	0	0.94	16.10	0.019	376.9	0.99028	pathogenic
chr17	73279590	missense_variant	0	0.996	24.6	0.004	276.1	0.98545	pathogenic
chr17	73512642	initiator_codon_variant	0.24	0.035	13.65	0.051	37	0.02564	pathogenic
chr17	73513145	missense_variant	0.06	0.83	20.9	0.842	869.8	0.55922	pathogenic
chr17	73513145	missense_variant	0	0.966	20.9	0.842	869.8	0.55922	pathogenic
chr17	73517898	stop_gained	0	1	21.6	0.969	1175.7	0.22931	pathogenic
chr17	73518081	missense_variant	0.03	0.619	20.4	0.792	1175.7	0.96733	pathogenic
chr17	73518081	missense_variant	0.03	0.619	20.4	0.792	1175.7	0.96733	pathogenic
chr17	73518189	stop_gained	0	1	22.2	0.940	1175.7	0.87323	pathogenic
chr17	73518300	stop_gained	0	1	19.18	0.634	1175.7	0.97529	pathogenic
chr17	73723307	missense_variant	0	0.999	18.41	0.979	516.1	0.97564	pathogenic
chr17	73723504	missense_variant	0.01	1	18.55	0.914	516.1	0.97767	pathogenic
chr17	73723934	missense_variant&splice_region_variant	0	0.998	16.43	0.661	556.1	0.96119	pathogenic
chr17	73732158	missense_variant	0	1	28.0	0.998	832.8	0.96079	pathogenic
chr17	73738672	missense_variant	0	1	18.62	0.988	1024.3	0.99441	pathogenic
chr17	73747073	missense_variant	0	0.993	21.5	0.916	984.4	0.96830	pathogenic
chr17	73748302	missense_variant	0	1	22.1	0.981	941	0.88722	pathogenic
chr17	73751866	stop_gained	0	1	22.6	0.960	417.7	0.97276	pathogenic
chr17	73754172	stop_gained	0	1	18.62	0.663	135.1	0.78342	pathogenic
chr17	73759113	missense_variant	0.03	0.153	25.5	0.747	1387	0.96631	pathogenic
chr17	73759113	missense_variant	0	0.878	32	0.747	1387	0.96987	pathogenic
chr17	73760095	stop_gained	0	1	14.60	0.821	432.2	0.21110	pathogenic
chr17	73761124	missense_variant	0.03	0.816	19.45	0.760	462.9	0.92552	pathogenic
chr17	73761136	missense_variant	0.01	1	16.33	0.715	462.9	0.62976	pathogenic
chr17	73827234	missense_variant	0	0.998	28.3	0.486	175	0.99463	pathogenic
chr17	73832743	missense_variant	0.06	0.999	24.0	0.858	1365.5	0.79645	pathogenic
chr17	73836398	stop_gained	0	1	36	0.769	757.8	0.82518	pathogenic
chr17	73836398	missense_variant	0.4	0.515	22.1	0.769	757.8	0.84479	pathogenic
chr17	73949550	missense_variant	0.01	1	29.0	0.974	604.9	0.98911	pathogenic
chr17	73949644	missense_variant	0	0.911	26.1	0.998	604.9	0.98911	pathogenic
chr17	73953546	missense_variant	0	0.999	35	0.939	453.6	0.98453	pathogenic
chr17	73953636	stop_gained	0	1	40	0.996	453.6	0.95911	pathogenic
chr17	74475081	missense_variant	0	0.995	29.8	0.624	1218.5	0.99485	pathogenic
chr17	74475090	missense_variant&splice_region_variant	0	0.99	25.4	0.480	1218.5	0.99830	pathogenic
chr17	74536228	missense_variant	0	0.588	22.4	0.998	335.1	0.89032	pathogenic
chr17	74536287	stop_gained	0	1	21.9	0.981	335.1	0.61376	pathogenic
chr17	75398380	missense_variant	0	0.999	29.7	0.643	1457.9	0.67966	pathogenic
chr17	75398396	missense_variant	0	0.998	32	0.899	1457.9	0.98190	pathogenic
chr17	76115463	stop_gained	0	1	39	0.119	210.9	0.95786	pathogenic
chr17	76115463	missense_variant	0.74	0.087	24.9	0.119	210.9	0.95444	pathogenic
chr17	76120752	stop_gained	0	1	18.02	0.980	287.5	0.95016	pathogenic
chr17	76121957	stop_gained	0	1	18.95	0.613	271.7	0.88273	pathogenic
chr17	76131047	missense_variant	0	0.987	18.18	0.431	361.3	0.91995	pathogenic
chr17	76131047	stop_gained	0	1	17.23	0.431	361.3	0.92854	pathogenic
chr17	76989759	missense_variant	0	0.99	16.97	0.784	908.2	0.98768	pathogenic
chr17	76989939	missense_variant	0	1	34	0.662	908.2	0.96193	pathogenic
chr17	76989940	missense_variant	0	1	33	0.690	908.2	0.94012	pathogenic
chr17	76989942	missense_variant	0	1	28.8	0.753	908.2	0.93098	pathogenic
chr17	76991259	missense_variant	0	0.985	27.8	0.346	544.4	0.93894	pathogenic
chr17	76991264	missense_variant	0.03	0.939	25.2	0.201	544.4	0.99660	pathogenic
chr17	76993331	stop_gained	0	1	39	0.952	1414.1	0.98590	pathogenic
chr17	77757535	missense_variant	0.11	0.628	23.0	0.011	2435.1	0.94755	pathogenic
chr17	77758570	missense_variant	0.74	0	0.112	0.022	2435.1	0.05839	pathogenic
chr17	77758570	missense_variant	0.34	0.002	1.492	0.022	2435.1	0.08754	pathogenic
chr17	78032684	stop_gained	0	1	24.3	0.011	NA	0.02729	pathogenic
chr17	78055819	stop_gained	0	1	36	0.972	270	0.94490	pathogenic
chr17	78078692	missense_variant	0	1	16.25	0.162	562	0.97767	pathogenic
chr17	78081373	missense_variant	0	0.816	27.9	0.192	375.6	0.98478	pathogenic
chr17	78081617	missense_variant	0	1	32	0.951	234.8	0.97162	pathogenic
chr17	78081636	missense_variant	0	0.992	29.6	0.976	234.8	0.98573	pathogenic
chr17	78081636	missense_variant	0	0.992	29.6	0.976	234.8	0.98573	pathogenic
chr17	78081636	missense_variant	0	0.988	32	0.976	234.8	0.96152	pathogenic
chr17	78081636	missense_variant	0	0.988	32	0.976	234.8	0.96152	pathogenic
chr17	78081693	missense_variant&splice_region_variant	0	0.93	25.2	0.973	234.8	0.99393	pathogenic
chr17	78082137	missense_variant	0	0.967	25.8	0.400	652.9	0.97848	pathogenic
chr17	78084553	missense_variant	0	1	33	0.791	379.6	0.99481	pathogenic
chr17	78084749	missense_variant	0.02	0.987	34	0.771	221.8	0.99435	pathogenic
chr17	78084822	missense_variant&splice_region_variant	0	0.998	27.8	0.045	221.8	0.99558	pathogenic
chr17	78086713	missense_variant	0	1	33	0.776	431.9	0.99786	pathogenic
chr17	78086721	missense_variant	0	1	26.1	0.653	431.9	0.97458	pathogenic
chr17	78086798	missense_variant	0.99	0.348	15.17	0.836	431.9	0.90567	pathogenic
chr17	78086798	missense_variant	0.07	0.954	24.2	0.836	431.9	0.94975	pathogenic
chr17	78087149	missense_variant	0	1	17.52	0.629	324.9	0.87044	pathogenic
chr17	78092022	stop_gained	0	1	36	0.345	353.9	0.33092	pathogenic
chr17	78092070	stop_gained	0	1	37	0.160	353.9	0.10810	pathogenic
chr17	78156589	missense_variant&splice_region_variant	0.12	0.959	23.9	0.035	287.6	0.96245	pathogenic
chr17	78157775	missense_variant	0.13	0.999	13.36	0.399	554.8	0.82383	pathogenic
chr17	78157786	missense_variant	0.18	0.999	14.69	0.394	554.8	0.94917	pathogenic
chr17	78157786	missense_variant	0.13	0.998	13.46	0.394	554.8	0.95457	pathogenic
chr17	78157787	missense_variant	0.11	0.999	13.96	0.414	554.8	0.89825	pathogenic
chr17	78157829	missense_variant	0	0.994	13.31	0.407	554.8	0.85041	pathogenic
chr17	78184462	missense_variant	0	1	22.3	0.862	1242.4	0.99210	pathogenic
chr17	78184655	missense_variant	0	1	22.2	0.895	1242.4	0.96541	pathogenic
chr17	78184655	missense_variant	0	1	22.4	0.895	1242.4	0.98941	pathogenic
chr17	78185927	missense_variant	0.05	0.591	15.75	0.217	429.2	0.99669	pathogenic
chr17	78187614	missense_variant	.	0	21.4	0.667	243.3	0.99390	pathogenic
chr17	78188017	missense_variant	0.2	0.506	19.73	0.835	402.1	0.49462	pathogenic
chr17	78188017	missense_variant	.	0	20.4	0.835	402.1	0.42928	pathogenic
chr17	78188471	missense_variant	0.01	0.991	29.0	0.066	301.9	0.98425	pathogenic
chr17	78188537	missense_variant	0	0.988	15.76	0.013	301.9	0.99151	pathogenic
chr17	78190860	missense_variant	0	1	22.3	0.975	387.8	0.94958	pathogenic
chr17	78190883	missense_variant	0	0.95	22.3	0.995	387.8	0.96116	pathogenic
chr17	78190883	missense_variant	0	0.997	21.7	0.995	387.8	0.96502	pathogenic
chr17	79477735	missense_variant	0.01	0.982	20.9	0.888	2813.8	0.90735	pathogenic
chr17	79477850	missense_variant	0.01	0	14.11	0.629	2813.8	0.90039	pathogenic
chr17	79478104	missense_variant	0.2	0.995	22.0	0.765	2813.8	0.97428	pathogenic
chr17	79478225	missense_variant	0	1	15.55	0.246	2813.8	0.95741	pathogenic
chr17	79478250	missense_variant	0.02	0.998	21.2	0.956	2813.8	0.81985	pathogenic
chr17	79478256	missense_variant	0.01	0.002	19.43	0.849	2813.8	0.74500	pathogenic
chr17	79478408	missense_variant	0.04	0.021	20.8	0.926	2813.8	0.96782	pathogenic
chr17	79478552	missense_variant	0.02	0.997	22.4	0.987	2813.8	0.99216	pathogenic
chr17	79478612	missense_variant	0	0	21.9	0.919	2813.8	0.98466	pathogenic
chr17	79478933	missense_variant	0.05	0.008	22.0	0.795	2813.8	0.99061	pathogenic
chr17	79478938	missense_variant	0.02	0.902	22.4	0.941	2813.8	0.98902	pathogenic
chr17	79478939	missense_variant	0.01	0.937	22.4	0.950	2813.8	0.98713	pathogenic
chr17	79478939	missense_variant	0.13	0.678	22.1	0.950	2813.8	0.98582	pathogenic
chr17	79479026	missense_variant	0.06	0.995	14.78	0.031	2813.8	0.97315	pathogenic
chr17	79767715	missense_variant	0.77	0.02	1.889	0.950	245.9	0.02006	pathogenic
chr17	79892202	missense_variant&splice_region_variant	0.08	0.017	19.40	0.742	893.9	0.92503	pathogenic
chr17	79892230	missense_variant	0	0.982	17.78	0.468	893.9	0.97873	pathogenic
chr17	79892247	missense_variant	0	0.999	22.2	0.887	893.9	0.98662	pathogenic
chr17	79892256	missense_variant	0.01	0.961	22.3	0.929	893.9	0.98662	pathogenic
chr17	79892546	missense_variant	0	1	22.4	0.982	893.9	0.98045	pathogenic
chr17	79892546	missense_variant	0	0.996	22.4	0.982	893.9	0.96486	pathogenic
chr17	79892986	missense_variant	0	0.961	16.84	0.166	893.9	0.96561	pathogenic
chr17	79892987	missense_variant	0	1	15.83	0.171	893.9	0.94341	pathogenic
chr17	79892987	missense_variant	0.02	0.962	14.86	0.171	893.9	0.94943	pathogenic
chr17	80223612	missense_variant	0	0.924	22.5	0.996	539.2	0.94781	pathogenic
chr17	80223619	missense_variant	0.53	0.017	22.4	0.996	539.2	0.93014	pathogenic
chr18	2700849	missense_variant	0	0.999	18.22	0.658	1454.8	0.98314	pathogenic
chr18	2707565	missense_variant	0	0.998	21.6	0.820	354.5	0.98110	pathogenic
chr18	2922171	missense_variant	0	0.978	22.4	0.983	580.5	0.99318	pathogenic
chr18	3452154	stop_gained	0	1	3.124	0.001	NA	0.01692	pathogenic
chr18	3456418	missense_variant	0	0.947	14.69	0.301	5544.1	0.97896	pathogenic
chr18	3456523	missense_variant	0.01	1	16.82	0.603	5544.1	0.93489	pathogenic
chr18	3457439	missense_variant	0.09	0.02	14.69	0.550	5544.1	0.95075	pathogenic
chr18	3457439	missense_variant	0.01	0.573	12.98	0.550	5544.1	0.95688	pathogenic
chr18	3457570	missense_variant	0.41	0.004	11.18	0.000	5544.1	0.49103	pathogenic
chr18	3457604	missense_variant	0.02	0.794	25.4	0.018	5544.1	0.97606	pathogenic
chr18	10455004	missense_variant	.	0	20.3	0.977	117.5	0.81882	pathogenic
chr18	11824932	missense_variant	0.12	0.608	26.3	0.995	429.7	0.95525	pathogenic
chr18	11824986	missense_variant	0.01	0.841	34	0.961	429.7	0.97933	pathogenic
chr18	11872344	stop_gained	0	1	41	0.997	554	0.94908	pathogenic
chr18	12337410	missense_variant	0.06	0.955	22.2	0.922	671.8	0.95146	pathogenic
chr18	12337417	missense_variant	0	0.996	22.3	0.943	671.8	0.95169	pathogenic
chr18	12337434	missense_variant	0.01	0.991	20.3	0.973	671.8	0.96640	pathogenic
chr18	12337444	missense_variant	0	0.972	22.4	0.998	671.8	0.94501	pathogenic
chr18	12337503	missense_variant	0	0.997	22.4	0.998	671.8	0.99468	pathogenic
chr18	12337504	missense_variant	0.01	0.998	22.3	0.998	671.8	0.99468	pathogenic
chr18	12337518	missense_variant	0	0.999	21.9	0.997	671.8	0.99677	pathogenic
chr18	12337518	missense_variant	0	0.999	21.9	0.997	671.8	0.99677	pathogenic
chr18	12337518	missense_variant	0	0.999	22.2	0.997	671.8	0.99637	pathogenic
chr18	12337518	missense_variant	0	0.999	22.2	0.997	671.8	0.99637	pathogenic
chr18	12337519	missense_variant	0.01	0.856	22.4	0.997	671.8	0.99498	pathogenic
chr18	12337519	missense_variant	0	0.961	22.2	0.997	671.8	0.99456	pathogenic
chr18	12340219	missense_variant	0	0.997	22.3	0.980	601.9	0.97292	pathogenic
chr18	12340305	missense_variant	0.06	0.479	22.4	0.996	601.9	0.94834	pathogenic
chr18	12340333	missense_variant	0.01	0.648	18.69	0.912	601.9	0.93400	pathogenic
chr18	12353027	missense_variant	0	0.977	24.3	0.143	551.1	0.99754	pathogenic
chr18	13884757	missense_variant	0	0.999	26.5	0.967	1858.4	0.92482	pathogenic
chr18	13884766	missense_variant	0	0.999	30	0.691	1858.4	0.98058	pathogenic
chr18	13884766	missense_variant	0	0.998	26.7	0.691	1858.4	0.98174	pathogenic
chr18	13884917	stop_gained	0	1	40	0.867	1858.4	0.98610	pathogenic
chr18	13885109	missense_variant	0	0.498	26.9	0.853	1858.4	0.82627	pathogenic
chr18	13885136	missense_variant	0	0.999	33	0.873	1858.4	0.90839	pathogenic
chr18	13885142	missense_variant	0	0.207	18.60	0.327	1858.4	0.21145	pathogenic
chr18	13885142	missense_variant	0.03	0.008	18.53	0.327	1858.4	0.14908	pathogenic
chr18	13885158	missense_variant	0.13	0.999	22.7	0.798	1858.4	0.84306	pathogenic
chr18	13885199	missense_variant	0	0.999	27.9	0.593	1858.4	0.83532	pathogenic
chr18	13885297	missense_variant	0	0.999	27.5	0.964	1858.4	0.96035	pathogenic
chr18	19395685	stop_gained	0	1	21.6	0.997	691.9	0.59363	pathogenic
chr18	19438554	missense_variant	0.71	0.035	22.0	0.996	410.3	0.99030	pathogenic
chr18	19751638	missense_variant	0.18	0.521	16.79	0.908	2000.8	0.61754	pathogenic
chr18	19751656	missense_variant	0.12	0.861	17.59	0.557	2000.8	0.78876	pathogenic
chr18	19751697	missense_variant	0.07	0.69	16.04	0.134	2000.8	0.86107	pathogenic
chr18	19761465	missense_variant	0	0.998	22.7	0.997	567.8	0.99054	pathogenic
chr18	19761477	missense_variant	0	0.999	22.5	0.998	567.8	0.94766	pathogenic
chr18	19761478	missense_variant	0	0.999	22.7	0.998	567.8	0.99248	pathogenic
chr18	19761507	missense_variant	0	0.999	22.3	0.994	567.8	0.99160	pathogenic
chr18	19761507	missense_variant	0	0.999	22.3	0.994	567.8	0.99160	pathogenic
chr18	19761507	missense_variant	0	0.998	22.5	0.994	567.8	0.99076	pathogenic
chr18	19761507	missense_variant	0	0.998	22.5	0.994	567.8	0.99076	pathogenic
chr18	19761510	missense_variant	0	0.999	22.6	0.995	567.8	0.99248	pathogenic
chr18	20548818	missense_variant	0	0.989	34	0.999	558.1	0.92248	pathogenic
chr18	20572799	missense_variant	0	0.938	24.2	0.021	2816	0.96480	pathogenic
chr18	21113434	missense_variant	0	0.997	21.7	0.998	612.5	0.90692	pathogenic
chr18	21115443	missense_variant	0	0.992	22.3	0.991	809.7	0.99453	pathogenic
chr18	21115645	missense_variant	0	0.502	22.6	0.999	809.7	0.99089	pathogenic
chr18	21115647	missense_variant	0	0.982	22.4	0.999	809.7	0.99017	pathogenic
chr18	21116700	missense_variant	0	0.003	16.59	0.682	284.1	0.99316	pathogenic
chr18	21116722	missense_variant	0.01	0.695	18.68	0.260	284.1	0.99052	pathogenic
chr18	21116778	missense_variant	0	0.682	28.1	0.344	284.1	0.99699	pathogenic
chr18	21118528	missense_variant	0	0.728	27.9	0.945	424.3	0.99630	pathogenic
chr18	21118573	missense_variant	0.02	0.984	34	0.865	424.3	0.98869	pathogenic
chr18	21118573	missense_variant	0.02	0.44	34	0.865	424.3	0.98869	pathogenic
chr18	21118573	missense_variant	0.02	0.984	34	0.865	424.3	0.98869	pathogenic
chr18	21118573	missense_variant	0.15	0.979	25.4	0.865	424.3	0.98900	pathogenic
chr18	21118573	missense_variant	0.32	0.973	25.4	0.865	424.3	0.98900	pathogenic
chr18	21118573	missense_variant	0.15	0.979	25.4	0.865	424.3	0.98900	pathogenic
chr18	21118573	missense_variant	0.32	0.973	25.8	0.865	424.3	0.98474	pathogenic
chr18	21118573	missense_variant	0.32	0.973	25.8	0.865	424.3	0.98474	pathogenic
chr18	21118573	missense_variant	0.46	0.016	25.8	0.865	424.3	0.98474	pathogenic
chr18	21118615	missense_variant	0.07	0.835	28.0	0.758	424.3	0.97639	pathogenic
chr18	21119357	missense_variant	0.01	0.417	28.4	0.009	253.6	0.96612	pathogenic
chr18	21119787	missense_variant	0.1	0.293	23.1	0.932	545.3	0.96913	pathogenic
chr18	21119793	missense_variant	0.02	0.012	33	0.926	545.3	0.99574	pathogenic
chr18	21119905	missense_variant	0.14	0.063	27.9	0.938	545.3	0.99181	pathogenic
chr18	21121277	missense_variant	0	0.715	20.5	0.722	328.8	0.96233	pathogenic
chr18	21121319	missense_variant	0	1	19.35	0.963	328.8	0.96543	pathogenic
chr18	21123487	missense_variant	0	0	32	0.997	431	0.99696	pathogenic
chr18	21124384	missense_variant	0	0.291	28.7	0.958	602.7	0.99364	pathogenic
chr18	21125039	missense_variant	0	0.728	32	0.960	593.9	0.99017	pathogenic
chr18	21134773	missense_variant	0.01	0.999	26.3	0.850	566.1	0.98918	pathogenic
chr18	21136400	missense_variant	0	0.938	10.83	0.024	941.4	0.99396	pathogenic
chr18	21148913	missense_variant	0	1	32	0.982	599.9	0.99447	pathogenic
chr18	21487603	stop_gained	0	1	15.93	0.805	633.6	0.85154	pathogenic
chr18	21487827	stop_gained	0	1	13.75	0.719	633.6	0.86869	pathogenic
chr18	21519286	stop_gained	0	1	15.13	0.844	221.3	0.54572	pathogenic
chr18	24081101	missense_variant	0.03	0.998	27.2	0.993	958.1	0.97381	pathogenic
chr18	28581690	stop_gained	0	1	43	0.949	312.7	0.69672	pathogenic
chr18	28906571	stop_gained	0	1	35	0.022	185.5	0.93791	pathogenic
chr18	28909912	stop_gained	0	1	7.016	0.005	498.2	0.73472	pathogenic
chr18	28911747	stop_gained	0	1	38	0.764	672.9	0.96618	pathogenic
chr18	28970675	missense_variant	0	0.999	21.7	0.870	748.2	0.85984	pathogenic
chr18	28970675	missense_variant	0	1	19.56	0.870	748.2	0.89389	pathogenic
chr18	28971156	missense_variant	0	1	22.0	0.996	457.9	0.99476	pathogenic
chr18	28972163	stop_gained	0	1	17.02	0.944	696.5	0.78634	pathogenic
chr18	29104517	missense_variant	0	0.997	26.5	0.976	324.5	0.99639	pathogenic
chr18	29104755	stop_gained	0	1	38	0.025	504.7	0.99188	pathogenic
chr18	29104828	missense_variant	0.01	1	32	0.585	504.7	0.98852	pathogenic
chr18	29116261	missense_variant	0	0.999	25.5	0.009	356	0.98334	pathogenic
chr18	29116261	missense_variant	0	0.999	26.2	0.009	356	0.98580	pathogenic
chr18	29172877	missense_variant	0.01	0.995	26.8	0.529	315.8	0.78453	pathogenic
chr18	29172884	missense_variant	0	1	28.1	0.937	315.8	0.89695	pathogenic
chr18	29172902	missense_variant	0.01	0.985	25.4	0.285	315.8	0.92692	pathogenic
chr18	29172907	missense_variant	0.01	0.971	24.2	0.223	315.8	0.92858	pathogenic
chr18	29172919	missense_variant	0.01	0.98	25.8	0.207	315.8	0.90296	pathogenic
chr18	29172922	missense_variant	0	0.999	25.7	0.166	315.8	0.92967	pathogenic
chr18	29172937	missense_variant	0.01	0.966	25.1	0.029	315.8	0.73785	pathogenic
chr18	29172937	missense_variant	0.01	0.966	25.1	0.029	315.8	0.73785	pathogenic
chr18	29172937	missense_variant	0.77	0.086	16.08	0.029	315.8	0.76697	pathogenic
chr18	29172937	missense_variant	0.77	0.086	16.08	0.029	315.8	0.76697	pathogenic
chr18	29172938	missense_variant	0.05	0.36	22.2	0.026	315.8	0.80531	pathogenic
chr18	29172938	missense_variant	0.05	0.36	22.2	0.026	315.8	0.80531	pathogenic
chr18	29172938	missense_variant	0	0.958	24.1	0.026	315.8	0.84433	pathogenic
chr18	29172938	missense_variant	0	0.958	24.1	0.026	315.8	0.84433	pathogenic
chr18	29172946	missense_variant	0.05	0.703	24.7	0.003	315.8	0.86494	pathogenic
chr18	29172946	missense_variant	0.05	0.703	24.7	0.003	315.8	0.86494	pathogenic
chr18	29172946	missense_variant	0.08	0.08	21.0	0.003	315.8	0.82604	pathogenic
chr18	29172946	missense_variant	0.08	0.08	21.0	0.003	315.8	0.82604	pathogenic
chr18	29172955	missense_variant	0.31	0.709	17.53	0.016	315.8	0.78193	pathogenic
chr18	29172974	missense_variant	0.11	0.578	22.3	0.043	315.8	0.84212	pathogenic
chr18	29172980	missense_variant	0.01	0.978	25.3	0.067	315.8	0.88695	pathogenic
chr18	29172983	missense_variant	0.04	0.988	26.5	0.092	315.8	0.87352	pathogenic
chr18	29172988	missense_variant&splice_region_variant	0	0.997	26.9	0.142	315.8	0.84904	pathogenic
chr18	29172988	missense_variant&splice_region_variant	0	0.997	26.9	0.142	315.8	0.84904	pathogenic
chr18	29172988	missense_variant&splice_region_variant	0	0.997	26.6	0.142	315.8	0.89078	pathogenic
chr18	29172988	missense_variant&splice_region_variant	0	0.997	26.6	0.142	315.8	0.89078	pathogenic
chr18	29172989	missense_variant&splice_region_variant	0.01	0.987	24.9	0.146	315.8	0.89753	pathogenic
chr18	29175087	missense_variant	0.01	0.992	25.3	0.749	382.7	0.92617	pathogenic
chr18	29175091	missense_variant	1	0.001	11.44	0.848	382.7	0.03272	pathogenic
chr18	29175091	missense_variant	0	0.401	22.9	0.848	382.7	0.11008	pathogenic
chr18	29175100	missense_variant	0	0.982	31	0.894	382.7	0.96994	pathogenic
chr18	29175106	missense_variant	0.01	0.986	27.5	0.679	382.7	0.94716	pathogenic
chr18	29175115	missense_variant	0	1	15.78	0.468	382.7	0.95344	pathogenic
chr18	29175115	missense_variant	0	1	15.78	0.468	382.7	0.95344	pathogenic
chr18	29175115	missense_variant	0	1	15.53	0.468	382.7	0.95598	pathogenic
chr18	29175115	missense_variant	0	1	15.53	0.468	382.7	0.95598	pathogenic
chr18	29175118	missense_variant	0.06	0.984	16.16	0.433	382.7	0.89876	pathogenic
chr18	29175120	missense_variant	0.09	0.289	14.92	0.376	382.7	0.69791	pathogenic
chr18	29175123	missense_variant	0.53	0.014	7.156	0.203	382.7	0.12343	pathogenic
chr18	29175132	missense_variant	0.08	0.791	12.45	0.163	382.7	0.89827	pathogenic
